_RAJ2000	_DEJ2000	HD	DM	GC	HR	HIP	RAJ2000	DEJ2000	Vmag	Fl	Bayer	Cst
331.2520000	+62.7855278	209960	BD+62  2029 	30904	8426	109005	22 05 00.48	+62 47 07.9	 5.27	 20	     	Cep
331.2866250	+62.2798333	209975	BD+61  2246 	30907	8428	109017	22 05 08.79	+62 16 47.4	 5.07	 19	     	Cep
331.7519583	+25.3450556	210027	BD+24  4533 	30932	8430	109176	22 07 00.47	+25 20 42.2	 3.77	 24	iot  	Peg
332.0956250	-32.9883889	210049	CD-33 15922 	30954	8431	109285	22 08 22.95	-32 59 18.2	 4.50	 14	mu.  	PsA
332.1080417	-34.0437222	210066	CD-34 15421 	30957	8433	109289	22 08 25.93	-34 02 37.4	 4.99	   	ups  	PsA
331.9597083	+21.7030833	210129	BD+21  4695 	30956	8438	109240	22 07 50.33	+21 42 11.1	 5.79	 25	     	Peg
332.2457917	-18.5195833	210191	BD-19  6227 	30977	8439	109332	22 08 58.99	-18 31 10.5	 5.80	 35	     	Aqr
332.5353333	-32.5484444	210302	CD-33 15941 	31003	8447	109422	22 10 08.48	-32 32 54.4	 4.94	 15	tau  	PsA
332.1702500	+45.7421389	210334	BD+45  3813 	30985	8448	109303	22 08 40.86	+45 44 31.7	 6.11	   	AR   	Lac
332.3070000	+33.1725000	210354	BD+32  4349 	30995	8449	109352	22 09 13.68	+33 10 21.0	 5.58	 27	pi.01	Peg
332.5492500	 +6.1977778	210418	BD+05  4961 	31013	8450	109427	22 10 11.82	+06 11 52.0	 3.52	 26	the  	Peg
332.6322500	-10.8204722	210422	BD-11  5770 	31017	    	109460	22 10 31.74	-10 49 13.7	 6.64	 37	     	Aqr
332.6560833	-11.5649722	210424	BD-12  6196 	31021	8452	109472	22 10 37.46	-11 33 53.9	 5.43	 38	e    	Aqr
332.4968750	+33.1782778	210459	BD+32  4352 	31016	8454	109410	22 09 59.25	+33 10 41.8	 4.28	 29	pi.  	Peg
332.6257500	+20.9780000	210516	BD+20  5093 	31025	8459	109458	22 10 30.18	+20 58 40.8	 6.45	 28	     	Peg
333.1072500	-14.1938333	210705	BD-14  6229 	31061	8462	109624	22 12 25.74	-14 11 37.8	 6.04	 39	     	Aqr
332.7135833	+58.2012500	210745	BD+57  2475 	31044	8465	109492	22 10 51.26	+58 12 04.5	 3.39	 21	zet  	Cep
332.4515417	+72.3411944	210807	BD+71  1111 	31037	8468	109400	22 09 48.37	+72 20 28.3	 4.79	 24	     	Cep
332.8774167	+59.4145278	210839	BD+58  2402 	31066	8469	109556	22 11 30.58	+59 24 52.3	 5.05	 22	lam  	Cep
334.4612500	-77.5115833	210853	CP-78  1442 	31133	8471	110078	22 17 50.70	-77 30 41.7	 5.49	   	psi  	Oct
333.5780833	-27.7669167	210934	CD-28 17653 	31095	8478	109789	22 14 18.74	-27 46 00.9	 5.45	 16	lam  	PsA
333.5750833	-21.0746944	210960	BD-21  6180 	31099	8480	109786	22 14 18.02	-21 04 28.9	 5.33	 41	     	Aqr
335.0061667	-80.4396389	210967	CP-81   995 	31166	8481	110256	22 20 01.48	-80 26 22.7	 5.09	   	eps  	Oct
333.9036667	-41.3467500	211088	CD-41 14810 	31125	8486	109908	22 15 36.88	-41 20 48.3	 4.79	   	mu.01	Gru
334.1107083	-41.6271944	211202	CD-42 15846 	31138	8488	109973	22 16 26.57	-41 37 37.9	 5.11	   	mu.02	Gru
333.7570000	+57.0434722	211336	BD+56  2741 	31135	8494	109857	22 15 01.68	+57 02 36.5	 4.18	 23	eps  	Cep
334.2001667	-12.8314444	211361	BD-13  6148 	31150	8496	110000	22 16 48.04	-12 49 53.2	 5.34	 42	     	Aqr
333.9923750	+37.7487222	211388	BD+37  4526 	31143	8498	109937	22 15 58.17	+37 44 55.4	 4.14	  1	     	Lac
334.2082083	 -7.7832500	211391	BD-08  5845 	31152	8499	110003	22 16 49.97	-07 46 59.7	 4.17	 43	the  	Aqr
334.6257500	-60.2595000	211416	CP-60  7561 	31183	8502	110130	22 18 30.18	-60 15 34.2	 2.87	   	alf  	Tuc
334.2770833	 -5.3872222	211434	BD-06  5960 	31163	8504	110023	22 17 06.50	-05 23 14.0	 5.75	 44	     	Aqr
337.9076250	-85.9673889	211539	CP-86   406 	31327	8505	111196	22 31 37.83	-85 58 02.6	 5.76	   	ups  	Oct
334.7529167	-13.3049722	211676	BD-14  6255 	31199	8508	110179	22 19 00.70	-13 18 17.9	 5.96	 45	     	Aqr
334.5524583	+62.8043611	211833	BD+62  2059 	31205	8511	110103	22 18 12.59	+62 48 15.7	 5.75	 25	     	Cep
335.0496250	 -7.8211111	211838	BD-08  5855 	31225	8512	110273	22 20 11.91	-07 49 16.0	 5.35	 46	rho  	Aqr
335.1148333	 +5.7895000	211924	BD+05  4998 	31230	8513	110298	22 20 27.56	+05 47 22.2	 5.37	 30	     	Peg
336.1432917	-72.2537778	211998	CP-72  2690 	31284	8515	110618	22 24 34.39	-72 15 13.6	 5.28	   	nu.  	Ind
335.3982500	-21.5980278	212010	BD-22  5897 	31247	8516	110391	22 21 35.58	-21 35 52.9	 5.12	 47	     	Aqr
335.4137500	 -1.3873611	212061	BD-02  5741 	31257	8518	110395	22 21 39.30	-01 23 14.5	 3.86	 48	gam  	Aqr
335.3794583	+12.2051667	212076	BD+11  4784 	31255	8520	110386	22 21 31.07	+12 12 18.6	 4.82	 31	     	Peg
335.6840833	-45.9479167	212087	CD-46 14292 	31273	8521	110478	22 22 44.18	-45 56 52.5	 6.42	   	pi.01	Gru
335.3305417	+28.3305278	212097	BD+27  4299 	31253	8522	110371	22 21 19.33	+28 19 49.9	 4.78	 32	     	Peg
335.2563750	+46.5365556	212120	BD+45  3894 	31252	8523	110351	22 21 01.53	+46 32 11.6	 4.55	  2	     	Lac
335.7824583	-45.9283333	212132	CD-46 14295 	31279	8524	110506	22 23 07.79	-45 55 42.0	 5.62	   	pi.02	Gru
335.8782917	-24.7626667	212271	CD-25 15905 	31291	8529	110529	22 23 30.79	-24 45 45.6	 5.53	 49	     	Aqr
335.9140000	+20.8482778	212395	BD+20  5139 	31300	8532	110548	22 23 39.36	+20 50 53.8	 6.20	 33	     	Peg
336.0286250	 -4.8370000	212404	BD-05  5780 	31307	8533	110578	22 24 06.87	-04 50 13.2	 5.79	 51	     	Aqr
336.1126250	-13.5294167	212430	BD-14  6276 	31317	8534	110602	22 24 27.03	-13 31 45.9	 5.76	 50	     	Aqr
335.7792500	+55.9632222	212466	BD+55  2737 	31299	    	110504	22 23 07.02	+55 57 47.6	 6.44	   	RW   	Cep
335.8901667	+52.2295000	212496	BD+51  3358 	31310	8538	110538	22 23 33.64	+52 13 46.2	 4.42	  3	bet  	Lac
336.3192083	 +1.3773889	212571	BD+00  4872 	31328	8539	110672	22 25 16.61	+01 22 38.6	 4.80	 52	pi.  	Aqr
336.8327917	-64.9663889	212581	CP-65  4044 	31346	8540	110838	22 27 19.87	-64 57 59.0	 4.51	   	del  	Tuc
336.1291667	+49.4763889	212593	BD+48  3715 	31326	8541	110609	22 24 31.00	+49 28 35.0	 4.55	  4	     	Lac
336.6425000	-16.7413889	212697	BD-17  6520 	31348	8544	110778	22 26 34.20	-16 44 29.0	 6.57	 53	f    	Aqr
336.6433333	-16.7425000	212698	BD-17  6521 	31349	8545	      	22 26 34.40	-16 44 33.0	 6.35	 53	f    	Aqr
336.6550833	 +4.3936389	212754	BD+03  4705 	31355	8548	110785	22 26 37.22	+04 23 37.1	 5.76	 34	     	Peg
336.9645000	 +4.6964167	212943	BD+03  4710 	31377	8551	110882	22 27 51.48	+04 41 47.1	 4.78	 35	     	Peg
337.1632500	-39.1313889	212953	CD-39 14723 	31387	8552	110936	22 28 39.18	-39 07 53.0	 5.47	   	nu.  	Gru
337.3172917	-43.4955556	213009	CD-44 14931 	31400	8556	110997	22 29 16.15	-43 29 44.0	 3.97	   	del01	Gru
337.2075000	 -0.0200556	213051	BD-00  4365B	31398	8558	110960	22 28 49.80	-00 01 12.2	 3.65	 55	zet01	Aqr
337.2087500	 -0.0200000	213052	BD-00  4365A	31399	8559	      	22 28 50.10	-00 01 12.0	 4.42	 55	zet02	Aqr
337.4393750	-43.7492222	213080	CD-44 14935 	31412	8560	111043	22 29 45.45	-43 44 57.2	 4.12	   	del02	Gru
336.7721250	+65.1322778	213087	BD+64  1664 	31380	8561	110817	22 27 05.31	+65 07 56.2	 5.52	 26	     	Cep
337.2831250	 +9.1290833	213119	BD+08  4874 	31408	8562	110986	22 29 07.95	+09 07 44.7	 5.60	 36	     	Peg
337.4914583	 +4.4320556	213235	BD+03  4713 	31425	8566	111062	22 29 57.95	+04 25 55.4	 5.51	 37	     	Peg
337.5722083	-14.5856389	213236	BD-15  6231 	31428	8567	111086	22 30 17.33	-14 35 08.3	 6.36	 56	     	Aqr
337.7239583	-26.0735556	213296	CD-26 16175 	31444	8570	111138	22 30 53.75	-26 04 24.8	 6.43	   	zet  	PsA
337.2927083	+58.4151944	213306	BD+57  2548 	31421	8571	110991	22 29 10.25	+58 24 54.7	 4.07	 27	del  	Cep
337.2884583	+58.4040833	213307	BD+57  2547 	31419	    	110988	22 29 09.23	+58 24 14.7	 6.31	 27	del  	Cep
337.3825833	+47.7068889	213310	BD+46  3719A	31426	8572	111022	22 29 31.82	+47 42 24.8	 4.34	  5	     	Lac
337.6617500	-10.6778889	213320	BD-11  5850 	31440	8573	111123	22 30 38.82	-10 40 40.4	 4.82	 57	sig  	Aqr
337.5074583	+32.5726667	213323	BD+31  4708 	31430	8574	111068	22 30 01.79	+32 34 21.6	 5.64	 38	     	Peg
337.8762083	-32.3460278	213398	CD-32 17126 	31459	8576	111188	22 31 30.29	-32 20 45.7	 4.29	 17	bet  	PsA
336.6768750	+78.7859444	213403	BD+78   796 	31401	8578	110787	22 26 42.45	+78 47 09.4	 5.83	 28	     	Cep
337.6219167	+43.1233889	213420	BD+42  4420 	31449	8579	111104	22 30 29.26	+43 07 24.2	 4.52	  6	     	Lac
338.2500417	-61.9820833	213442	CP-62  6348 	31478	8582	111310	22 33 00.01	-61 58 55.5	 4.91	   	nu.  	Tuc
337.9220000	-10.9054722	213464	BD-11  5855 	31468	8583	111200	22 31 41.28	-10 54 19.7	 6.39	 58	     	Aqr
337.8224167	+50.2824444	213558	BD+49  3875 	31471	8585	111169	22 31 17.38	+50 16 56.8	 3.76	  7	alf  	Lac
338.1474167	+20.2299444	213617	BD+19  4949 	31486	8586	111278	22 32 35.38	+20 13 47.8	 6.43	 39	     	Peg
338.5120417	 -1.5741667	213789	BD-02  5781 	31507	8590	111394	22 34 02.89	-01 34 27.0	 5.88	 60	     	Aqr
337.4707083	+78.8243333	213798	BD+78   801 	31474	8591	111056	22 29 52.97	+78 49 27.6	 5.45	 29	rho  	Cep
338.6729167	-20.7078611	213845	BD-21  6251 	31516	8592	111449	22 34 41.50	-20 42 28.3	 5.21	 59	ups  	Aqr
338.8388750	 -0.1173611	213998	BD-00  4384 	31534	8597	111497	22 35 21.33	-00 07 02.5	 4.04	 62	eta  	Aqr
339.1219583	-40.5825000	214085	CD-41 14959 	31547	8600	111594	22 36 29.27	-40 34 57.0	 6.28	   	sig01	Gru
339.2450833	-40.5908611	214150	CD-41 14963 	31563	8602	111643	22 36 58.82	-40 35 27.1	 5.85	   	sig02	Gru
338.9678333	+39.6343333	214167	BD+38  4808B	31550	    	111546	22 35 52.28	+39 38 03.6	 5.73	  8	     	Lac
338.9670833	+39.6281667	214168	BD+38  4808A	31551	8603	111544	22 35 52.10	+39 37 41.4	 6.60	  8	     	Lac
339.4392500	 -4.2277500	214376	BD-04  5716 	31581	8610	111710	22 37 45.42	-04 13 39.9	 5.04	 63	kap  	Aqr
339.3436250	+51.5453611	214454	BD+50  3770 	31586	8613	111674	22 37 22.47	+51 32 43.3	 4.64	  9	     	Lac
338.9407500	+73.6431389	214470	BD+72  1049 	31567	8615	111532	22 35 45.78	+73 38 35.3	 5.08	 31	     	Cep
339.7192500	+19.5225000	214567	BD+18  5014 	31610	8618	111810	22 38 52.62	+19 31 21.0	 5.84	 40	     	Peg
339.8153333	+39.0502778	214680	BD+38  4826 	31626	8622	111841	22 39 15.68	+39 03 01.0	 4.89	 10	     	Lac
339.9458750	+19.6811389	214698	BD+18  5021 	31634	8624	111884	22 39 47.01	+19 40 52.1	 6.33	 41	     	Peg
339.6627083	+63.5845278	214734	BD+62  2102 	31620	8627	111797	22 38 39.05	+63 35 04.3	 5.19	 30	     	Cep
340.1638750	-27.0436111	214748	CD-27 16010 	31646	8628	111954	22 40 39.33	-27 02 37.0	 4.18	 18	eps  	PsA
341.5155000	-81.3816111	214846	CP-82   889 	31712	8630	112405	22 46 03.72	-81 22 53.8	 4.13	   	bet  	Oct
340.1282500	+44.2762778	214868	BD+43  4266 	31652	8632	111944	22 40 30.78	+44 16 34.6	 4.50	 11	     	Lac
340.3652917	+10.8313889	214923	BD+10  4797 	31664	8634	112029	22 41 27.67	+10 49 53.0	 3.41	 42	zet  	Peg
340.6663750	-46.8845556	214952	CD-47 14308 	31685	8636	112122	22 42 39.93	-46 53 04.4	 2.07	   	bet  	Gru
340.5920000	-29.3610000	214966	CD-30 19267 	31680	8637	112102	22 42 22.08	-29 21 39.6	 6.12	 19	     	PsA
340.3693750	+40.2254722	214993	BD+39  4912 	31670	8640	112031	22 41 28.65	+40 13 31.7	 5.25	 12	     	Lac
340.4392083	+29.3076944	214994	BD+28  4436 	31674	8641	112051	22 41 45.41	+29 18 27.7	 4.80	 43	omi  	Peg
340.8748750	-41.4141111	215104	CD-42 16049 	31701	8644	112203	22 43 29.97	-41 24 50.8	 4.84	   	rho  	Gru
340.8093750	 -6.9629167	215143	BD-07  5838 	31703	8647	112179	22 43 14.25	-06 57 46.5	 6.40	 67	     	Aqr
340.8968750	-18.8303056	215167	BD-19  6324 	31708	8649	112211	22 43 35.25	-18 49 49.1	 4.68	 66	g    	Aqr
340.7505417	+30.2213056	215182	BD+29  4741 	31706	8650	112158	22 43 00.13	+30 13 16.7	 2.93	 44	eta  	Peg
341.4077083	-53.5001667	215369	CP-54 10123 	31744	8655	112374	22 45 37.85	-53 30 00.6	 4.84	   	eta  	Gru
341.0228750	+41.8192222	215373	BD+41  4594 	31732	8656	112242	22 44 05.49	+41 49 09.2	 5.11	 13	     	Lac
341.3674583	+19.3664167	215510	BD+18  5046 	31753	8660	112358	22 45 28.19	+19 21 59.1	 6.27	 45	     	Peg
342.5947917	-80.1238056	215573	CP-80  1055 	31821	8663	112781	22 50 22.75	-80 07 25.7	 5.32	   	ksi  	Oct
341.6726667	+12.1740833	215648	BD+11  4875 	31778	8665	112447	22 46 41.44	+12 10 26.7	 4.20	 46	ksi  	Peg
341.6326667	+23.5656667	215665	BD+22  4709 	31776	8667	112440	22 46 31.84	+23 33 56.4	 3.97	 47	lam  	Peg
341.8882917	-19.6128611	215721	BD-20  6486 	31794	8670	112529	22 47 33.19	-19 36 46.3	 5.24	 68	     	Aqr
341.9281250	-14.0564167	215766	BD-14  6346 	31802	8673	112542	22 47 42.75	-14 03 23.1	 5.68	 69	tau01	Aqr
342.1383333	-51.3166944	215789	CD-51 13389 	31813	8675	112623	22 48 33.20	-51 19 00.1	 3.49	   	eps  	Gru
342.1257917	-10.5555000	215874	BD-11  5923 	31822	8676	112615	22 48 30.19	-10 33 19.8	 6.19	 70	     	Aqr
342.3979583	-13.5925278	216032	BD-14  6354 	31836	8679	112716	22 49 35.51	-13 35 33.1	 4.05	 71	tau02	Aqr
342.5004167	+24.6016944	216131	BD+23  4615 	31851	8684	112748	22 50 00.10	+24 36 06.1	 3.51	 48	mu.  	Peg
342.5907083	+41.9534167	216200	BD+41  4623 	31861	8690	112778	22 50 21.77	+41 57 12.3	 5.91	 14	     	Lac
342.8372500	-29.5362778	216210	CD-30 19324 	31868	8693	112862	22 51 20.94	-29 32 10.6	 5.99	 21	     	PsA
342.4204583	+66.2007222	216228	BD+65  1814 	31857	8694	112724	22 49 40.91	+66 12 02.6	 3.50	 32	iot  	Cep
343.1315000	-32.8754444	216336	CD-33 16270 	31895	8695	112948	22 52 31.56	-32 52 31.6	 4.46	 22	gam  	PsA
343.0990417	 +9.8355556	216385	BD+09  5122 	31899	8697	112935	22 52 23.77	+09 50 08.0	 5.16	 49	sig  	Peg
343.1535833	 -7.5796667	216386	BD-08  5968 	31903	8698	112961	22 52 36.86	-07 34 46.8	 3.73	 73	lam  	Aqr
343.0081250	+43.3123611	216397	BD+42  4521 	31896	8699	112917	22 52 01.95	+43 18 44.5	 4.95	 15	     	Lac
343.4072500	-48.5980833	216435	CD-49 13988 	31913	8700	113044	22 53 37.74	-48 35 53.1	 6.03	   	tau01	Gru
343.6648333	-70.0738889	216437	CP-70  2971 	31926	8701	113137	22 54 39.56	-70 04 26.0	 6.04	   	rho  	Ind
343.3695417	-11.6165278	216494	BD-12  6371 	31918	8704	113031	22 53 28.69	-11 36 59.5	 5.80	 74	     	Aqr
343.6626667	-15.8207500	216627	BD-16  6173 	31943	8709	113136	22 54 39.04	-15 49 14.7	 3.27	 76	del  	Aqr
343.6422083	 -7.2045278	216637	BD-07  5886 	31942	8710	113127	22 54 34.13	-07 12 16.3	 6.20	 78	     	Aqr
343.6900000	-16.2717500	216640	BD-17  6619 	31944	8711	113148	22 54 45.60	-16 16 18.3	 5.53	 77	     	Aqr
343.8174167	-48.4658056	216655	CD-49 13996 	31953	    	113191	22 55 16.18	-48 27 56.9	 7.22	   	tau02	Gru
343.8174583	-48.4918889	216656	CD-49 13997 	31952	    	113190	22 55 16.19	-48 29 30.8	 6.67	   	tau02	Gru
343.7477917	 +1.0648889	216701	BD+00  4939 	31956	8715	113167	22 54 59.47	+01 03 53.6	 6.11	  1	     	Psc
343.8067500	 +8.8160833	216735	BD+08  4961 	31963	8717	113186	22 55 13.62	+08 48 57.9	 4.91	 50	rho  	Peg
343.9870417	-32.5396944	216763	CD-33 16303 	31974	8720	113246	22 55 56.89	-32 32 22.9	 4.20	 23	del  	PsA
344.1992500	-47.9692222	216823	CD-48 14364 	31980	8722	113307	22 56 47.82	-47 58 09.2	 5.72	   	tau03	Gru
344.0984583	+41.6038889	216916	BD+40  4949 	31987	8725	113281	22 56 23.63	+41 36 14.0	 5.60	 16	     	Lac
344.4117917	-29.6218333	216956	CD-30 19370 	32000	8728	113368	22 57 38.83	-29 37 18.6	 1.17	 24	alf  	PsA
344.3660417	+20.7686944	217014	BD+19  5036 	32003	8729	113357	22 57 27.85	+20 46 07.3	 5.45	 51	     	Peg
344.2687083	+48.6840833	217050	BD+47  3985 	31998	8731	113327	22 57 04.49	+48 41 02.7	 5.34	   	EW   	Lac
344.7991667	+11.7289444	217232	BD+10  4859 	32034	8739	113503	22 59 11.80	+11 43 44.2	 5.76	 52	     	Peg
344.8641667	 +0.9630833	217264	BD+00  4950 	32037	8742	113521	22 59 27.40	+00 57 47.1	 5.43	  2	     	Psc
345.2202917	-52.7541111	217364	CP-53 10382 	32061	8747	113638	23 00 52.87	-52 45 14.8	 4.11	   	zet  	Gru
345.1578333	 +0.1858333	217428	BD-00  4443 	32065	8750	113610	23 00 37.88	+00 11 09.0	 6.22	  3	     	Psc
345.3485417	 -7.0611389	217531	BD-07  5910 	32079	8757	113674	23 01 23.65	-07 03 40.1	 6.23	 81	     	Aqr
345.4802083	+42.3259722	217675	BD+41  4664A	32095	8762	113726	23 01 55.25	+42 19 33.5	 3.62	  1	omi  	And
345.6356667	 -6.5739167	217701	BD-07  5913 	32102	8763	113781	23 02 32.56	-06 34 26.1	 6.18	 82	     	Aqr
345.6514167	+42.7578056	217782	BD+41  4665 	32110	8766	113788	23 02 36.34	+42 45 28.1	 5.09	  2	     	And
345.8740000	-34.7496111	217792	CD-35 15630 	32122	8767	113860	23 03 29.76	-34 44 58.6	 5.12	   	pi.  	PsA
345.9692083	 +3.8200833	217891	BD+03  4818 	32134	8773	113889	23 03 52.61	+03 49 12.3	 4.48	  4	bet  	Psc
346.1648750	-53.9646389	217902	CP-54 10197 	32143	8774	113957	23 04 39.57	-53 57 52.7	 5.37	   	kap  	Gru
345.9430417	+28.0824444	217906	BD+27  4480 	32135	8775	113881	23 03 46.33	+28 04 56.8	 2.44	 53	bet  	Peg
346.0451250	+50.0516944	218031	BD+49  4028 	32144	8780	113919	23 04 10.83	+50 03 06.1	 4.64	  3	     	And
346.1900833	+15.2053611	218045	BD+14  4926 	32149	8781	113963	23 04 45.62	+15 12 19.3	 2.49	 54	alf  	Peg
346.2904583	 -7.6938056	218060	BD-08  6018 	32153	8782	113996	23 05 09.71	-07 41 37.7	 5.44	 83	h    	Aqr
346.7198750	-43.5203333	218227	CD-44 15149 	32184	8787	114131	23 06 52.77	-43 31 13.2	 4.28	   	the  	Gru
346.6700417	-23.7431111	218240	CD-24 17497 	32182	8789	114119	23 06 40.81	-23 44 35.2	 4.48	 86	c01  	Aqr
346.7233333	-38.8923056	218242	CD-39 14936 	32186	8790	114132	23 06 53.60	-38 53 32.3	 5.62	   	ups  	Gru
346.7510833	 +9.4095278	218329	BD+08  4997 	32196	8795	114144	23 07 00.26	+09 24 34.3	 4.54	 55	     	Peg
346.7780833	+25.4683333	218356	BD+24  4716 	32201	8796	114155	23 07 06.74	+25 28 06.0	 4.76	 56	     	Peg
346.6533750	+59.4197778	218376	BD+58  2545 	32197	8797	114104	23 06 36.81	+59 25 11.2	 4.84	  1	     	Cas
346.9136667	+46.3873056	218452	BD+45  4149 	32216	8804	114200	23 07 39.28	+46 23 14.3	 5.30	  4	     	And
346.9385417	+49.2954444	218470	BD+48  3944 	32220	8805	114210	23 07 45.25	+49 17 43.6	 5.68	  5	     	And
347.1701667	 +2.1276111	218527	BD+01  4686 	32233	8807	114273	23 08 40.84	+02 07 39.4	 5.42	  5	A    	Psc
347.3615000	-21.1724722	218594	BD-21  6368 	32246	8812	114341	23 09 26.76	-21 10 20.9	 3.68	 88	c02  	Aqr
347.3810417	 +8.6771667	218634	BD+07  4981 	32252	8815	114347	23 09 31.45	+08 40 37.8	 5.05	 57	     	Peg
347.4786667	-22.4575833	218640	CD-23 17771A	32262	8817	114375	23 09 54.88	-22 27 27.3	 4.71	 89	c03  	Aqr
346.9743333	+75.3875833	218658	BD+74  1006 	32237	8819	114222	23 07 53.84	+75 23 15.3	 4.41	 33	pi.  	Cep
347.5892917	-45.2466389	218670	CD-45 14947 	32270	8820	114421	23 10 21.43	-45 14 47.9	 3.88	   	iot  	Gru
347.5061250	 +9.8221111	218700	BD+09  5170 	32267	8821	114389	23 10 01.47	+09 49 19.6	 5.39	 58	     	Peg
347.4339167	+59.3326944	218753	BD+58  2552 	32272	8822	114365	23 09 44.14	+59 19 57.7	 5.68	  2	     	Cas
347.6140000	+43.5447500	218804	BD+42  4592 	32288	8825	114430	23 10 27.36	+43 32 41.1	 5.91	  6	     	And
347.9341250	 +8.7201389	218918	BD+07  4991 	32302	8826	114520	23 11 44.19	+08 43 12.5	 5.15	 59	     	Peg
347.9554583	+26.8475833	218935	BD+26  4580 	32305	8827	114526	23 11 49.31	+26 50 51.3	 6.19	 60	     	Peg
348.1371667	+49.4059722	219080	BD+48  3964 	32316	8830	114570	23 12 32.92	+49 24 21.5	 4.53	  7	     	And
348.5805417	 -6.0485278	219215	BD-06  6170 	32346	8834	114724	23 14 19.33	-06 02 54.7	 4.22	 90	phi  	Aqr
348.9720000	 -9.0876944	219449	BD-09  6156 	32374	8841	114855	23 15 53.28	-09 05 15.7	 4.24	 91	psi01	Aqr
348.9428333	+28.2479167	219477	BD+27  4521 	32375	8842	114844	23 15 46.28	+28 14 52.5	 6.51	 61	     	Peg
349.3575417	-58.2359167	219571	CP-58  8062 	32413	8848	114996	23 17 25.81	-58 14 09.3	 3.99	   	gam  	Tuc
349.2122917	 -7.7264722	219576	BD-08  6076 	32401	8850	114939	23 16 50.95	-07 43 35.3	 4.93	 92	chi  	Aqr
349.2895417	 +3.2822500	219615	BD+02  4648 	32415	8852	114971	23 17 09.49	+03 16 56.1	 3.70	  6	gam  	Psc
349.4758333	 -9.1825000	219688	BD-09  6160 	32429	8858	115033	23 17 54.20	-09 10 57.0	 4.41	 93	psi02	Aqr
349.5407917	-40.8240556	219693	CD-41 15211 	32431	8859	115054	23 18 09.79	-40 49 26.6	 5.54	   	phi  	Gru
349.4359167	+49.0152778	219734	BD+48  3991 	32432	8860	115022	23 17 44.62	+49 00 55.0	 4.82	  8	     	And
352.0148750	-87.4822500	219765	CP-88   204 	32558	8862	115836	23 28 03.57	-87 28 56.1	 5.50	   	tau  	Oct
349.7059583	-32.5318333	219784	CD-33 16476 	32450	8863	115102	23 18 49.43	-32 31 54.6	 4.41	   	gam  	Scl
349.5972083	+41.7736944	219815	BD+40  5043 	32447	8864	115065	23 18 23.33	+41 46 25.3	 5.98	  9	     	And
349.7402083	 -9.6107222	219832	BD-10  6094 	32459	8865	115115	23 18 57.65	-09 36 38.6	 4.99	 95	psi03	Aqr
349.7771250	-13.4584444	219834	BD-14  6448 	32462	8866	115126	23 19 06.51	-13 27 30.4	 5.20	 94	     	Aqr
349.8494167	 -5.1243056	219877	BD-05  5966 	32468	8868	115142	23 19 23.86	-05 07 27.5	 5.56	 96	     	Aqr
349.6558750	+68.1114167	219916	BD+67  1514 	32463	8872	115088	23 18 37.41	+68 06 41.1	 4.75	 34	omi  	Cep
349.8741250	+48.6251944	219945	BD+47  4110 	32476	8874	115152	23 19 29.79	+48 37 30.7	 5.44	 11	     	And
349.9682500	+42.0780278	219981	BD+41  4752 	32485	8876	115191	23 19 52.38	+42 04 40.9	 5.81	 10	     	And
350.0855833	 +5.3814444	220009	BD+04  4997 	32491	8878	115227	23 20 20.54	+05 22 53.2	 5.05	  7	b    	Psc
350.1592500	+23.7403611	220061	BD+22  4810 	32503	8880	115250	23 20 38.22	+23 44 25.3	 4.58	 62	tau  	Peg
350.2062500	+30.4150833	220088	BD+29  4908 	32507	8882	115271	23 20 49.50	+30 24 54.3	 5.58	 63	     	Peg
350.2215417	+38.1824722	220117	BD+37  4817 	32510	8885	115280	23 20 53.17	+38 10 56.9	 5.77	 12	     	And
350.4788750	+31.8124722	220222	BD+31  4897 	32522	8887	115355	23 21 54.93	+31 48 44.9	 5.35	 64	     	Peg
350.6629167	-15.0393889	220278	BD-15  6406 	32531	8890	115404	23 22 39.10	-15 02 21.8	 5.19	 97	     	Aqr
350.6687500	+20.8287500	220318	BD+20  5317 	32535	8891	115407	23 22 40.50	+20 49 43.5	 6.28	 65	     	Peg
350.7429167	-20.1003333	220321	BD-20  6587 	32540	8892	115438	23 22 58.30	-20 06 01.2	 3.96	 98	b01  	Aqr
350.7690000	+12.3139444	220363	BD+11  4993 	32543	8893	115444	23 23 04.56	+12 18 50.2	 5.09	 66	     	Peg
351.2117500	+32.3848611	220599	BD+31  4904 	32577	8903	115591	23 24 50.82	+32 23 05.5	 5.56	 67	     	Peg
351.2093750	+62.2828333	220652	BD+61  2444 	32582	8904	115590	23 24 50.25	+62 16 58.2	 4.96	  4	     	Cas
351.3444167	+23.4040000	220657	BD+22  4833 	32585	8905	115623	23 25 22.66	+23 24 14.4	 4.42	 68	ups  	Peg
351.5117500	-20.6418611	220704	BD-21  6420 	32594	8906	115669	23 26 02.82	-20 38 30.7	 4.38	 99	b02  	Aqr
351.6522500	-52.7219167	220729	CP-53 10461 	32603	8907	115713	23 26 36.54	-52 43 18.9	 5.53	   	omi  	Gru
351.7329583	 +1.2558333	220825	BD+00  4998 	32620	8911	115738	23 26 55.91	+01 15 21.0	 4.95	  8	kap  	Psc
351.8115417	 +1.1226944	220858	BD+00  4999 	32628	8912	115768	23 27 14.77	+01 07 21.7	 6.26	  9	     	Psc
